Customer_id,Name,City,State,Pincode
C000069,Jatin Keer,Pune,Maharashtra,795388
C000070,Jyoti Bhatnagar,Hyderabad,Telangana,503873
C000071,Eshana Om,Chennai,Tamil Nadu,393396
C000072,Advaith Sagar,Mumbai,Maharashtra,723666
C000073,Lipika Ratta,Lucknow,Uttar Pradesh,613163
C000074,Alexander Loyal,Delhi,Delhi,707771
C000075,Omaja Barad,Jaipur,Rajasthan,988552
C000076,Nilima Bains,Hyderabad,Telangana,173677
C000077,Zaitra Mangat,Delhi,Delhi,977965
C000078,Pallavi Sahni,Ahmedabad,Gujarat,944527
C000079,Osha Mishra,Kolkata,West Bengal,143539
C000080,Charita Halder,Chennai,Tamil Nadu,392966
C000081,Ryan Raghavan,Jaipur,Rajasthan,334974
C000082,Chaitanya Nath,Hyderabad,Telangana,413807
C000083,Yashawini Chakraborty,Pune,Maharashtra,47542
C000084,Faris Morar,Bengaluru,Karnataka,133216
C000085,Jeevika Chandra,Hyderabad,Telangana,610547
C000086,Noah Nadkarni,Bengaluru,Karnataka,891856
C000087,Ekiya Kala,Pune,Maharashtra,424344
C000088,Liam Gopal,Kolkata,West Bengal,784434
C000089,Watika Shan,Chennai,Tamil Nadu,923426
C000090,Jason Maharaj,Mumbai,Maharashtra,145878
C000091,Bimala Khanna,Hyderabad,Telangana,444812
C000092,Bachittar Sawhney,Lucknow,Uttar Pradesh,980311
C000093,Ekta Walla,Pune,Maharashtra,279453
C000094,Umang Deep,Hyderabad,Telangana,373445
C000095,Quincy Kannan,Ahmedabad,Gujarat,361846
C000096,Pranav Roy,Kolkata,West Bengal,821246
C000097,Eesha Sahota,Ahmedabad,Gujarat,505937
C000098,Jeremiah Bali,Delhi,Delhi,701506
C000099,Aahana Rajagopal,Chennai,Tamil Nadu,846614
C000100,Aradhana Jain,Delhi,Delhi,939629
C000101,Zayan Morar,Hyderabad,Telangana,40226
C000102,Saanvi Sen,Jaipur,Rajasthan,900618
C000103,Ekanta Sethi,Jaipur,Rajasthan,148909
C000104,Ijaya Lal,Chennai,Tamil Nadu,922279
C000105,Samuel Chadha,Lucknow,Uttar Pradesh,535649
C000106,Gautami Doctor,Kolkata,West Bengal,763747
C000107,Avi Rama,Lucknow,Uttar Pradesh,814637
C000108,Kritika Chacko,Kolkata,West Bengal,235647
C000109,Arjun Patel,Pune,Maharashtra,64576
C000110,Vaishnavi Ramanathan,Hyderabad,Telangana,117586
C000111,Bhavika Narain,Delhi,Delhi,774236
C000112,Yachana Pandya,Jaipur,Rajasthan,576955
C000113,Laksh Sharma,Ahmedabad,Gujarat,37847
C000114,Eiravati Sehgal,Mumbai,Maharashtra,269481
C000115,Dakshesh Bose,Bengaluru,Karnataka,557896
C000116,Yashica Gaba,Mumbai,Maharashtra,864661
C000117,Amruta Shah,Delhi,Delhi,622867
C000118,Rehaan Venkataraman,Delhi,Delhi,647390
C000119,Yahvi Natarajan,Kolkata,West Bengal,878919
C000120,Wazir Rout,Lucknow,Uttar Pradesh,193804
C000121,Eesha Majumdar,Mumbai,Maharashtra,663928
C000122,Bimala Saini,Kolkata,West Bengal,174724
C000123,Ganga Shenoy,Kolkata,West Bengal,134973
C000124,Wakeeta Sunder,Lucknow,Uttar Pradesh,340959
C000125,Oni Sharma,Ahmedabad,Gujarat,938752
C000126,Urvashi Majumdar,Jaipur,Rajasthan,291255
C000127,Mitali Rana,Chennai,Tamil Nadu,222849
C000128,Neel Choudhury,Jaipur,Rajasthan,447856
C000129,Bhavani Ravel,Bengaluru,Karnataka,671504
C000130,Yashodhara Rattan,Mumbai,Maharashtra,25157
C000131,Sai Ganguly,Jaipur,Rajasthan,670782
C000132,Neel Kapur,Chennai,Tamil Nadu,970132
C000133,Edhitha Mane,Pune,Maharashtra,740253
C000134,Vivaan Nayak,Mumbai,Maharashtra,940102
C000135,Urishilla Deol,Chennai,Tamil Nadu,404566
C000136,Omkaar Kadakia,Kolkata,West Bengal,916071
C000137,George Sood,Delhi,Delhi,789495
C000138,Udant Bhakta,Ahmedabad,Gujarat,560536
C000139,Bhavini Mall,Bengaluru,Karnataka,247672
C000140,Yashoda Deshmukh,Chennai,Tamil Nadu,612875
C000141,Rehaan Narayanan,Jaipur,Rajasthan,175064
C000142,Gauri Tandon,Delhi,Delhi,740681
C000143,Faras Ravi,Jaipur,Rajasthan,469388
C000144,Gaurang Deshpande,Mumbai,Maharashtra,495065
C000145,Shivansh Dyal,Chennai,Tamil Nadu,623473
C000146,Bhavna Narang,Jaipur,Rajasthan,66519
C000147,Ishanvi Tripathi,Lucknow,Uttar Pradesh,642574
C000148,Nitesh Ramachandran,Hyderabad,Telangana,692292
C000149,Harshil Chada,Delhi,Delhi,592407
C000150,Pooja Salvi,Pune,Maharashtra,242783
C000151,Zayan Jani,Delhi,Delhi,765548
C000152,Jhalak Magar,Jaipur,Rajasthan,209981
C000153,Sudiksha Sarna,Jaipur,Rajasthan,955204
C000154,Avni Kara,Bengaluru,Karnataka,537941
C000155,Chasmum Vala,Lucknow,Uttar Pradesh,682883
C000156,Chandani Wason,Pune,Maharashtra,192566
C000157,Yochana Chaudhuri,Ahmedabad,Gujarat,512445
C000158,Jagrati Dugar,Bengaluru,Karnataka,917597
C000159,Lakshmi Trivedi,Mumbai,Maharashtra,808444
C000160,Harsh Kashyap,Pune,Maharashtra,936118
C000161,Barkha Desai,Chennai,Tamil Nadu,965503
C000162,Nilima Tella,Hyderabad,Telangana,714783
C000163,Nitara Parmer,Bengaluru,Karnataka,346666
C000164,Hitesh Thakkar,Hyderabad,Telangana,409887
C000165,Ucchal Chaudry,Lucknow,Uttar Pradesh,683942
C000166,Yashodhara Dhingra,Mumbai,Maharashtra,511444
C000167,Mohini Butala,Mumbai,Maharashtra,249233
C000168,Alexander Bhatia,Ahmedabad,Gujarat,151347
C000169,Nisha Chopra,Mumbai,Maharashtra,875392
C000170,Triveni Bhavsar,Jaipur,Rajasthan,36793
C000171,Daksh Prasad,Delhi,Delhi,115928
C000172,Geetika Oza,Delhi,Delhi,87677
C000173,Bhavini Bakshi,Ahmedabad,Gujarat,1022
C000174,Balhaar Sidhu,Jaipur,Rajasthan,978466
C000175,Chakradev Dey,Delhi,Delhi,356137
C000176,Robert Bhatt,Chennai,Tamil Nadu,790570
C000177,Vyanjana Nanda,Jaipur,Rajasthan,475879
C000178,Yahvi Tata,Lucknow,Uttar Pradesh,806988
C000179,Girindra Bhatia,Kolkata,West Bengal,407450
C000180,Chanchal Sundaram,Hyderabad,Telangana,586870
C000181,Neha Chaudhary,Jaipur,Rajasthan,509870
C000182,Timothy Badami,Hyderabad,Telangana,790816
C000183,Yachana Halder,Chennai,Tamil Nadu,946209
C000184,Anika Parekh,Kolkata,West Bengal,875621
C000185,Avi Acharya,Pune,Maharashtra,673995
C000186,Sudiksha Krishnan,Ahmedabad,Gujarat,39735
C000187,Xavier Dyal,Jaipur,Rajasthan,292565
C000188,Lipika Atwal,Ahmedabad,Gujarat,892733
C000189,Madhavi Nanda,Mumbai,Maharashtra,454327
C000190,Samaksh Kari,Hyderabad,Telangana,204109
C000191,Naveen Mander,Hyderabad,Telangana,877805
C000192,Vansha Dhingra,Mumbai,Maharashtra,140330
C000193,Zayyan Golla,Pune,Maharashtra,883750
C000194,Yoshita Tailor,Bengaluru,Karnataka,75247
C000195,Xiti Vohra,Lucknow,Uttar Pradesh,311710
C000196,Barkha Jani,Jaipur,Rajasthan,849867
C000197,Sai Chatterjee,Hyderabad,Telangana,919866
C000198,Alexander Brahmbhatt,Lucknow,Uttar Pradesh,699153
C000199,Aahana Deo,Hyderabad,Telangana,402560
C000200,Ati Kalla,Bengaluru,Karnataka,245312
C000201,Bina Chander,Mumbai,Maharashtra,317650
C000202,Janani Brar,Bengaluru,Karnataka,849683
C000203,Manan Rama,Hyderabad,Telangana,25309
C000204,Hitesh Uppal,Mumbai,Maharashtra,635313
C000205,Hiral Varty,Bengaluru,Karnataka,231602
C000206,Advik Merchant,Pune,Maharashtra,164468
C000207,Orinder Menon,Mumbai,Maharashtra,900464
C000208,Bahadurjit Agarwal,Jaipur,Rajasthan,656695
C000209,Ganga Kadakia,Hyderabad,Telangana,195265
C000210,Ati Bhardwaj,Chennai,Tamil Nadu,504051
C000211,Ishwar Boase,Ahmedabad,Gujarat,41911
C000212,Anmol Singh,Hyderabad,Telangana,69732
C000213,Daksh Jayaraman,Jaipur,Rajasthan,100408
C000214,Upasna Gokhale,Delhi,Delhi,509423
C000215,Triya Balan,Lucknow,Uttar Pradesh,869255
C000216,Amol Sridhar,Lucknow,Uttar Pradesh,400512
C000217,Neelima Edwin,Ahmedabad,Gujarat,112216
C000218,Vedant Shukla,Hyderabad,Telangana,30947
C000219,Jagvi Andra,Ahmedabad,Gujarat,418178
C000220,Mitesh Singhal,Kolkata,West Bengal,618837
C000221,Nihal Hans,Hyderabad,Telangana,316524
C000222,Thomas Tata,Mumbai,Maharashtra,529028
C000223,Jhalak De,Mumbai,Maharashtra,898599
C000224,Aradhana Suresh,Kolkata,West Bengal,848224
C000225,Anmol Bhagat,Pune,Maharashtra,435637
C000226,Yashvi Kurian,Kolkata,West Bengal,332928
C000227,Urmi Bala,Kolkata,West Bengal,310469
C000228,Shivansh Bora,Ahmedabad,Gujarat,960455
C000229,Baljiwan Bawa,Bengaluru,Karnataka,212882
C000230,Ekta Manda,Mumbai,Maharashtra,506314
C000231,Lila Borah,Bengaluru,Karnataka,547834
C000232,Noah Bhatti,Kolkata,West Bengal,512723
C000233,Sarthak Sampath,Pune,Maharashtra,758778
C000234,Charita Chaudhary,Mumbai,Maharashtra,102777
C000235,Logan Keer,Hyderabad,Telangana,189070
C000236,Patrick Konda,Hyderabad,Telangana,900577
C000237,Indali Kala,Hyderabad,Telangana,117065
C000238,Wridesh Konda,Jaipur,Rajasthan,294812
C000239,Bakhshi Malhotra,Ahmedabad,Gujarat,893222
C000240,Bimala Mallick,Delhi,Delhi,248949
C000241,Anvi Ramaswamy,Kolkata,West Bengal,630778
C000242,Bahadurjit Prabhu,Delhi,Delhi,539587
C000243,Rushil Bala,Chennai,Tamil Nadu,64808
C000244,Rayaan Rout,Ahmedabad,Gujarat,407700
C000245,Vidhi Krish,Hyderabad,Telangana,840909
C000246,Siddharth Yohannan,Mumbai,Maharashtra,909337
C000247,Lopa Kota,Ahmedabad,Gujarat,988230
C000248,Andrew Yohannan,Jaipur,Rajasthan,21297
C000249,Parth Bhasin,Mumbai,Maharashtra,714618
C000250,Parth Banik,Bengaluru,Karnataka,295696
C000251,Sanya Borah,Jaipur,Rajasthan,627934
C000252,Damyanti Buch,Bengaluru,Karnataka,656720
C000253,Vaishnavi Vaidya,Mumbai,Maharashtra,185714
C000254,Turvi Hari,Hyderabad,Telangana,560853
C000255,Bina Bumb,Delhi,Delhi,723631
C000256,Eiravati Bhandari,Kolkata,West Bengal,464486
C000257,Ryan Boase,Ahmedabad,Gujarat,54663
C000258,Abhimanyu Char,Ahmedabad,Gujarat,818266
C000259,Prisha Guha,Hyderabad,Telangana,387376
C000260,Manthan Muni,Kolkata,West Bengal,417320
C000261,Leena Handa,Bengaluru,Karnataka,591967
C000262,Hemang Oak,Delhi,Delhi,346512
C000263,Aarna Chhabra,Kolkata,West Bengal,980342
C000264,Tarak Memon,Bengaluru,Karnataka,876177
C000265,Avi Nagar,Kolkata,West Bengal,841244
C000266,Chandran Datta,Chennai,Tamil Nadu,414002
C000267,Upadhriti Mishra,Ahmedabad,Gujarat,952878
C000268,Yauvani Gole,Chennai,Tamil Nadu,94348
C000269,Omkaar Ghose,Kolkata,West Bengal,807210
C000270,Ojas Chowdhury,Jaipur,Rajasthan,478983
C000271,Hemangini Ganguly,Ahmedabad,Gujarat,493073
C000272,Wridesh Bhandari,Delhi,Delhi,202216
C000273,Shivansh Sharaf,Hyderabad,Telangana,175172
C000274,Ekani Ghosh,Chennai,Tamil Nadu,802168
C000275,Nathan Mishra,Hyderabad,Telangana,955001
C000276,Zinal Agate,Bengaluru,Karnataka,601974
C000277,Aarnav Pall,Lucknow,Uttar Pradesh,352575
C000278,Bhavini Padmanabhan,Jaipur,Rajasthan,678154
C000279,Barkha Chaudhuri,Bengaluru,Karnataka,54031
C000280,Nathan Garde,Pune,Maharashtra,59987
C000281,Qasim Agate,Bengaluru,Karnataka,476094
C000282,Ayush Saran,Bengaluru,Karnataka,726155
C000283,Harsh Basak,Lucknow,Uttar Pradesh,246743
C000284,Balveer Misra,Ahmedabad,Gujarat,451027
C000285,Fiyaz Kuruvilla,Jaipur,Rajasthan,726802
C000286,Neelima Mitra,Jaipur,Rajasthan,235288
C000287,Aditya Sekhon,Delhi,Delhi,73666
C000288,Lucky Chad,Bengaluru,Karnataka,597259
C000289,Kashish Ray,Jaipur,Rajasthan,381232
C000290,Ekani Arora,Mumbai,Maharashtra,536086
C000291,Qasim Khare,Delhi,Delhi,650761
C000292,Bhavika Gour,Mumbai,Maharashtra,524466
C000293,Tanish Oza,Lucknow,Uttar Pradesh,885166
C000294,Samesh Rao,Mumbai,Maharashtra,813054
C000295,Suhani Sura,Hyderabad,Telangana,290101
C000296,Zayyan Anand,Kolkata,West Bengal,494941
C000297,Hemal Narula,Mumbai,Maharashtra,165911
C000298,Yashodhara Luthra,Lucknow,Uttar Pradesh,618742
C000299,Chatura Deshmukh,Hyderabad,Telangana,903493
C000300,Yashawini Gokhale,Lucknow,Uttar Pradesh,544815
C000301,Vyanjana Nagarajan,Lucknow,Uttar Pradesh,174720
C000302,Zaid Zacharia,Bengaluru,Karnataka,902120
C000303,Vrishti Butala,Lucknow,Uttar Pradesh,314710
C000304,Onkar Muni,Mumbai,Maharashtra,617318
C000305,Michael Kalita,Kolkata,West Bengal,864757
C000306,Balvan Brar,Lucknow,Uttar Pradesh,844547
C000307,Yamini Patel,Lucknow,Uttar Pradesh,761324
C000308,Ekalinga Kuruvilla,Jaipur,Rajasthan,235705
C000309,Anvi Wason,Pune,Maharashtra,33756
C000310,Chanchal Raman,Chennai,Tamil Nadu,549939
C000311,Chameli Nagarajan,Hyderabad,Telangana,186636
C000312,Lucky Kohli,Pune,Maharashtra,841543
C000313,Henry Chowdhury,Hyderabad,Telangana,530838
C000314,Zashil Shroff,Chennai,Tamil Nadu,636823
C000315,George Ratti,Kolkata,West Bengal,407561
C000316,Sneha Bal,Delhi,Delhi,16465
C000317,Ekaja Desai,Chennai,Tamil Nadu,323407
C000318,Bachittar Rattan,Ahmedabad,Gujarat,421671
C000319,Waida Edwin,Pune,Maharashtra,147316
C000320,Vansha Rajagopal,Mumbai,Maharashtra,637946
C000321,Abhiram Luthra,Bengaluru,Karnataka,4459
C000322,Nidra Bora,Ahmedabad,Gujarat,385223
C000323,Chavvi Acharya,Lucknow,Uttar Pradesh,604733
C000324,Aarav Varkey,Lucknow,Uttar Pradesh,707108
C000325,Jonathan Iyer,Mumbai,Maharashtra,868344
C000326,Hemal Khosla,Mumbai,Maharashtra,47420
C000327,Rushil Trivedi,Jaipur,Rajasthan,287345
C000328,Kala Mahal,Hyderabad,Telangana,817500
C000329,Rayaan Prabhu,Jaipur,Rajasthan,492253
C000330,Varsha Narasimhan,Chennai,Tamil Nadu,536987
C000331,Lajita Bakshi,Delhi,Delhi,326629
C000332,Ronith Golla,Pune,Maharashtra,424948
C000333,Jalsa Bir,Mumbai,Maharashtra,522311
C000334,Henry Vaidya,Hyderabad,Telangana,273519
C000335,Tamanna Loke,Pune,Maharashtra,90159
C000336,Aishani Rajagopalan,Chennai,Tamil Nadu,390130
C000337,Praneel Mand,Delhi,Delhi,8856
C000338,Priya Deol,Ahmedabad,Gujarat,693525
C000339,Vrishti Lala,Jaipur,Rajasthan,953793
C000340,Vasudha Sankaran,Chennai,Tamil Nadu,348519
C000341,Yashica Rana,Lucknow,Uttar Pradesh,111975
C000342,Upasna Prashad,Jaipur,Rajasthan,369406
C000343,Rajata Sengupta,Bengaluru,Karnataka,381284
C000344,Tarak Malhotra,Jaipur,Rajasthan,408503
C000345,Chandran Choudhury,Chennai,Tamil Nadu,355388
C000346,Vedika Chand,Mumbai,Maharashtra,415470
C000347,Avi Padmanabhan,Delhi,Delhi,314049
C000348,Sara Sem,Chennai,Tamil Nadu,67014
C000349,Viraj Krishna,Mumbai,Maharashtra,342362
C000350,Sai Iyengar,Mumbai,Maharashtra,968704
C000351,Bhavika Chokshi,Jaipur,Rajasthan,390120
C000352,Jatin Lanka,Delhi,Delhi,350558
C000353,Panini Chaudhari,Chennai,Tamil Nadu,131878
C000354,Logan Kapadia,Chennai,Tamil Nadu,772296
C000355,Isaac Varghese,Lucknow,Uttar Pradesh,786725
C000356,Yochana Bhakta,Hyderabad,Telangana,40253
C000357,Libni Narasimhan,Pune,Maharashtra,843992
C000358,Amruta Magar,Hyderabad,Telangana,728083
C000359,Devansh Lalla,Chennai,Tamil Nadu,166685
C000360,Neelima Rau,Jaipur,Rajasthan,105351
C000361,Utkarsh Chana,Ahmedabad,Gujarat,37056
C000362,Aachal Bhatia,Chennai,Tamil Nadu,280179
C000363,Azad Barad,Bengaluru,Karnataka,350859
C000364,William Vaidya,Mumbai,Maharashtra,425307
C000365,Abeer Hora,Kolkata,West Bengal,36409
C000366,Kashish Majumdar,Chennai,Tamil Nadu,865518
C000367,Eiravati Pradhan,Bengaluru,Karnataka,20899
C000368,Qabil Jain,Bengaluru,Karnataka,493350
C000369,Tanvi Raghavan,Pune,Maharashtra,212022
C000370,Aarush Saini,Delhi,Delhi,387660
C000371,Aditya Devi,Chennai,Tamil Nadu,505897
C000372,Ayushman Dar,Delhi,Delhi,727597
C000373,Chaitanya Thakur,Ahmedabad,Gujarat,502480
C000374,Faris Date,Jaipur,Rajasthan,422750
C000375,Adya Kata,Kolkata,West Bengal,523305
C000376,Darika Trivedi,Jaipur,Rajasthan,945287
C000377,Damini Tata,Bengaluru,Karnataka,727101
C000378,Vritti Subramaniam,Mumbai,Maharashtra,174769
C000379,Ekani Rajagopalan,Mumbai,Maharashtra,165215
C000380,Harsh Ramakrishnan,Delhi,Delhi,532128
C000381,Urvi Hans,Jaipur,Rajasthan,588856
C000382,Fariq Sant,Bengaluru,Karnataka,883210
C000383,Sudiksha Mander,Pune,Maharashtra,74476
C000384,Yatan Khatri,Lucknow,Uttar Pradesh,625486
C000385,Matthew Kumer,Jaipur,Rajasthan,648119
C000386,Krisha Balan,Delhi,Delhi,888162
C000387,Ekiya Prabhu,Kolkata,West Bengal,919498
C000388,Chasmum Sant,Delhi,Delhi,679973
C000389,Damini Sahota,Bengaluru,Karnataka,956456
C000390,Vasudha Chand,Chennai,Tamil Nadu,674146
C000391,Zilmil Madan,Pune,Maharashtra,151628
C000392,Yadavi Dua,Bengaluru,Karnataka,737617
C000393,Gautami Dhingra,Pune,Maharashtra,34858
C000394,Qarin Balasubramanian,Hyderabad,Telangana,423236
C000395,Ekiya Jaggi,Hyderabad,Telangana,804267
C000396,Vincent Grewal,Mumbai,Maharashtra,88539
C000397,Brijesh Bora,Pune,Maharashtra,179768
C000398,Ranveer Mammen,Jaipur,Rajasthan,725526
C000399,Aachal Sule,Kolkata,West Bengal,909632
C000400,Caleb Mani,Lucknow,Uttar Pradesh,644193
C000401,Ladli Contractor,Delhi,Delhi,18172
C000402,Isha Patla,Hyderabad,Telangana,379884
C000403,Idika Luthra,Delhi,Delhi,799662
C000404,Lekha Pant,Delhi,Delhi,875725
C000405,Neelima Manne,Kolkata,West Bengal,560528
C000406,Qushi Mane,Bengaluru,Karnataka,361769
C000407,Udyati Agate,Delhi,Delhi,395302
C000408,Pranav Bhatnagar,Pune,Maharashtra,795374
C000409,Vedika Tailor,Kolkata,West Bengal,671993
C000410,Wyatt Ray,Hyderabad,Telangana,600658
C000411,Zarna Ramaswamy,Chennai,Tamil Nadu,236055
C000412,Advika Rastogi,Delhi,Delhi,931230
C000413,Rayaan Sidhu,Mumbai,Maharashtra,77033
C000414,Farhan Sharaf,Kolkata,West Bengal,470887
C000415,Urmi Tripathi,Bengaluru,Karnataka,946004
C000416,Anthony Ghosh,Ahmedabad,Gujarat,182780
C000417,Liam Shan,Hyderabad,Telangana,471539
C000418,Anvi Ramaswamy,Hyderabad,Telangana,285748
C000419,Dalbir Palla,Ahmedabad,Gujarat,132697
C000420,Lipika Pathak,Pune,Maharashtra,477503
C000421,Lavanya Boase,Chennai,Tamil Nadu,126121
C000422,Laksh Hari,Hyderabad,Telangana,428612
C000423,Charan Subramaniam,Hyderabad,Telangana,872615
C000424,Bakhshi Balakrishnan,Bengaluru,Karnataka,288587
C000425,Gavin Manda,Hyderabad,Telangana,190661
C000426,George Nadkarni,Kolkata,West Bengal,583689
C000427,Yug Mammen,Pune,Maharashtra,583989
C000428,Ekta Sampath,Chennai,Tamil Nadu,985404
C000429,Falan Oza,Mumbai,Maharashtra,743182
C000430,Aashi Sarkar,Chennai,Tamil Nadu,37761
C000431,Upadhriti Buch,Pune,Maharashtra,43542
C000432,Charvi Dhingra,Jaipur,Rajasthan,864398
C000433,Jalsa Chana,Kolkata,West Bengal,536839
C000434,Yadavi Das,Jaipur,Rajasthan,160777
C000435,Chandani Buch,Pune,Maharashtra,101767
C000436,Krishna Bir,Bengaluru,Karnataka,316768
C000437,Yashawini More,Mumbai,Maharashtra,495800
C000438,Oni Tara,Chennai,Tamil Nadu,121180
C000439,Dominic Iyer,Delhi,Delhi,60533
C000440,Deepa Vyas,Lucknow,Uttar Pradesh,215921
C000441,Tejas Mittal,Chennai,Tamil Nadu,539587
C000442,Jatin Karpe,Bengaluru,Karnataka,875891
C000443,Tarak Walia,Mumbai,Maharashtra,332869
C000444,Samarth Seshadri,Lucknow,Uttar Pradesh,388194
C000445,Finn Ram,Kolkata,West Bengal,255533
C000446,Zashil Gera,Pune,Maharashtra,303782
C000447,Tejas Naik,Pune,Maharashtra,641206
C000448,Saanvi Chaudhary,Kolkata,West Bengal,921214
C000449,Netra Bassi,Lucknow,Uttar Pradesh,124449
C000450,Bhanumati Shah,Jaipur,Rajasthan,149351
C000451,Naveen Agarwal,Mumbai,Maharashtra,723146
C000452,Jatin Menon,Kolkata,West Bengal,221412
C000453,Dalaja Bora,Lucknow,Uttar Pradesh,699677
C000454,Damini Lad,Hyderabad,Telangana,591022
C000455,Chakrika Vig,Chennai,Tamil Nadu,644811
C000456,Lakshmi Goswami,Bengaluru,Karnataka,159643
C000457,Bina Zacharia,Kolkata,West Bengal,174101
C000458,Ishani Bava,Bengaluru,Karnataka,78024
C000459,Zarna Konda,Jaipur,Rajasthan,251047
C000460,Kashvi Lanka,Jaipur,Rajasthan,870325
C000461,William Trivedi,Hyderabad,Telangana,858116
C000462,Oni Natarajan,Pune,Maharashtra,793568
C000463,Agastya Krishnan,Kolkata,West Bengal,878288
C000464,Harini Sabharwal,Mumbai,Maharashtra,927313
C000465,Madhav Narang,Pune,Maharashtra,402478
C000466,Devika Krishnamurthy,Lucknow,Uttar Pradesh,450622
C000467,Aashi Dhawan,Pune,Maharashtra,652889
C000468,Yoshita Nair,Mumbai,Maharashtra,507433
C000469,Saumya Chad,Chennai,Tamil Nadu,346998
C000470,Aarush Bandi,Jaipur,Rajasthan,68023
C000471,Ekbal Kurian,Chennai,Tamil Nadu,792393
C000472,Vinaya Solanki,Kolkata,West Bengal,904958
C000473,Sudiksha Loke,Pune,Maharashtra,753011
C000474,Wazir Bansal,Kolkata,West Bengal,930403
C000475,Nirja Kala,Chennai,Tamil Nadu,720149
C000476,Gunbir Mukhopadhyay,Jaipur,Rajasthan,772622
C000477,Neelima Lad,Delhi,Delhi,613814
C000478,Fiyaz Sidhu,Hyderabad,Telangana,303048
C000479,Bimala Baria,Kolkata,West Bengal,329572
C000480,Wridesh Warrior,Kolkata,West Bengal,326936
C000481,Amara Prashad,Delhi,Delhi,752373
